skill_id,employee_id,primary_skill,secondary_skill,skill_category,skill_combo,skills_declared,skills_verified,skill_readiness_status,is_declared,is_verified,verification_gap,_gold_created_ts,_gold_updated_ts
SK491,E10001,PySpark,Cloud Native,Data & Analytics,PySpark | Cloud Native,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK162,E10162,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK163,E10163,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK164,E10164,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK166,E10166,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK167,E10167,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK168,E10168,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK169,E10169,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK170,E10170,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK171,E10171,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK172,E10172,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK173,E10173,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK174,E10174,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK175,E10175,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK176,E10176,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK177,E10177,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK178,E10178,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK179,E10179,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK180,E10180,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK181,E10181,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK182,E10182,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK183,E10183,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK184,E10184,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK186,E10186,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK187,E10187,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK188,E10188,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK189,E10189,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK190,E10190,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK191,E10191,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK192,E10192,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK193,E10193,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK194,E10194,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK196,E10196,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK197,E10197,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK198,E10198,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK199,E10199,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK200,E10200,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK201,E10201,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK202,E10202,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK204,E10204,PySpark,SQL,Data & Analytics,PySpark | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK205,E10205,Power BI,Tableau,Visualization & BI,Power BI | Tableau,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK206,E10206,SQL,Analytics,Data & Analytics,SQL | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK207,E10207,Python,SQL,Programming,Python | SQL,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK208,E10208,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK209,E10209,Deep Learning,NLP,Data & Analytics,Deep Learning | NLP,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK210,E10210,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK211,E10211,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK212,E10212,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK214,E10214,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK215,E10215,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK216,E10216,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK217,E10217,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK218,E10218,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK219,E10219,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK220,E10220,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK221,E10221,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK222,E10222,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK223,E10223,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK224,E10224,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK225,E10225,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK226,E10226,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK227,E10227,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK228,E10228,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK229,E10229,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK230,E10230,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK231,E10231,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK232,E10232,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK234,E10234,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK235,E10235,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK236,E10236,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK237,E10237,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK238,E10238,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK239,E10239,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK240,E10240,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK241,E10241,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK242,E10242,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK244,E10244,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK245,E10245,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK246,E10246,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK247,E10247,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK248,E10248,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK249,E10249,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK250,E10250,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK252,E10252,PySpark,SQL,Data & Analytics,PySpark | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK253,E10253,Power BI,Tableau,Visualization & BI,Power BI | Tableau,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK254,E10254,SQL,Analytics,Data & Analytics,SQL | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK255,E10255,Python,SQL,Programming,Python | SQL,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK256,E10256,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK257,E10257,Deep Learning,NLP,Data & Analytics,Deep Learning | NLP,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK258,E10258,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK259,E10259,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK260,E10260,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK262,E10262,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK263,E10263,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK264,E10264,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK265,E10265,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK266,E10266,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK267,E10267,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK268,E10268,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK269,E10269,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK270,E10270,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK271,E10271,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK272,E10272,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK273,E10273,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK274,E10274,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK275,E10275,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK276,E10276,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK277,E10277,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK278,E10278,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK279,E10279,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK280,E10280,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK282,E10282,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK283,E10283,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK284,E10284,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK285,E10285,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK286,E10286,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK287,E10287,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK288,E10288,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK289,E10289,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK290,E10290,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK292,E10292,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK293,E10293,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK294,E10294,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK295,E10295,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK296,E10296,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK297,E10297,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK298,E10298,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK300,E10300,PySpark,SQL,Data & Analytics,PySpark | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK301,E10301,Power BI,Tableau,Visualization & BI,Power BI | Tableau,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK302,E10302,SQL,Analytics,Data & Analytics,SQL | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK303,E10303,Python,SQL,Programming,Python | SQL,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK304,E10304,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK305,E10305,Deep Learning,NLP,Data & Analytics,Deep Learning | NLP,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK306,E10306,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK307,E10307,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK308,E10308,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK310,E10310,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK311,E10311,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK312,E10312,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK313,E10313,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK314,E10314,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK315,E10315,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK316,E10316,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK317,E10317,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK318,E10318,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK319,E10319,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK320,E10320,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK321,E10321,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK322,E10322,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK323,E10323,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK324,E10324,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK325,E10325,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK326,E10326,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
