employee_id,course_id,learning_id,course_request_id,approval_status,completion_status,is_passed,course_domain,request_date,approval_date,enrollment_date,start_date,completion_date,score,passing_score,score_gap,days_to_approve,days_to_enroll,days_to_start,days_to_complete,total_learning_days,is_completed,score_band,feedback_id,feedback_rating,feedback_recommended,has_text_feedback,feedback_text_length,feedback_rating_band,trainer_name,feedback_date,feedback_year,feedback_month,feedback_quarter,_gold_created_ts,_gold_updated_ts
E10165,C1301_CR,LRN1165,REQ5165,Approved,Completed,true,Core / Compliance,2025-04-12,2025-04-14,2025-04-18,2026-04-25,2026-05-20,81,70,11,2,4,372,25,403,true,Good,FB335,4.3,true,true,8,High,Coursera Expert,2026-05-07,2026,5,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10166,C1001_DB,LRN1166,REQ5166,Approved,Completed,true,Data & BI,2025-04-15,2025-04-16,2025-04-20,2026-05-01,2026-05-25,88,70,18,1,4,376,24,405,true,Good,FB336,4.4,true,true,5,High,Dr. Aris,2026-05-12,2026,5,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10167,C1011_DB,LRN1167,REQ5167,Approved,Completed,true,Data & BI,2025-04-18,2025-04-19,2025-04-22,2026-05-05,2026-05-30,93,75,18,1,3,378,25,407,true,Excellent,FB337,4.2,true,true,5,High,Prof. Miller,2026-05-17,2026,5,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10168,C1021_DB,LRN1168,REQ5168,Approved,Completed,true,Data & BI,2025-04-20,2025-04-22,2025-04-25,2026-05-10,2026-06-05,76,70,6,2,3,380,26,411,true,Good,FB338,4.3,true,true,13,High,Dr. Aris,2026-05-22,2026,5,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10169,C1151_MS,LRN1169,REQ5169,Approved,Completed,true,Microsoft / Office,2025-04-22,2025-04-23,2025-04-28,2026-05-15,2026-06-10,89,80,9,1,5,382,26,414,true,Good,FB339,4.1,true,true,5,High,Azure Expert A,2026-05-27,2026,5,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10170,C1171_MS,LRN1170,REQ5170,Approved,Completed,true,Microsoft / Office,2025-04-25,2025-04-26,2025-04-30,2026-05-20,2026-06-15,94,75,19,1,4,385,26,416,true,Excellent,FB340,4.2,true,true,7,High,Azure Expert B,2026-06-01,2026,6,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10171,C1251_MS,LRN1171,REQ5171,Approved,Completed,true,Microsoft / Office,2025-04-28,2025-04-29,2025-05-01,2026-05-25,2026-06-20,83,80,3,1,2,389,26,418,true,Good,FB341,4.8,true,true,9,Excellent,Azure Expert A,2026-06-06,2026,6,2,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10172,C1201_MS,LRN1172,REQ5172,Approved,Completed,true,Microsoft / Office,2025-05-01,2025-05-02,2025-05-05,2026-06-01,2026-06-25,86,75,11,1,3,392,24,420,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10173,C1401_CR,LRN1173,REQ5173,Approved,Completed,true,Core / Compliance,2025-05-05,2025-05-06,2025-05-10,2026-06-05,2026-06-30,92,70,22,1,4,391,25,421,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10174,C1431_CR,LRN1174,REQ5174,Approved,Completed,true,Core / Compliance,2025-05-08,2025-05-09,2025-05-12,2026-06-10,2026-07-05,78,75,3,1,3,394,25,423,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10175,C1301_CR,LRN1175,REQ5175,Approved,Completed,true,Core / Compliance,2025-05-10,2025-05-11,2025-05-15,2026-06-15,2026-07-10,85,70,15,1,4,396,25,426,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10176,C1001_DB,LRN1176,REQ5176,Approved,Completed,true,Data & BI,2025-05-12,2025-05-14,2025-05-18,2026-06-20,2026-07-15,90,70,20,2,4,398,25,429,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10177,C1021_DB,LRN1177,REQ5177,Approved,Completed,true,Data & BI,2025-05-15,2025-05-16,2025-05-20,2026-06-25,2026-07-20,81,70,11,1,4,401,25,431,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10178,C1031_DB,LRN1178,REQ5178,Approved,Completed,true,Data & BI,2025-05-18,2025-05-19,2025-05-22,2026-07-01,2026-07-25,88,75,13,1,3,405,24,433,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10179,C1151_MS,LRN1179,REQ5179,Approved,Completed,true,Microsoft / Office,2025-05-20,2025-05-22,2025-05-25,2026-07-05,2026-07-30,93,80,13,2,3,406,25,436,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10180,C1161_MS,LRN1180,REQ5180,Approved,Completed,true,Microsoft / Office,2025-05-22,2025-05-23,2025-05-28,2026-07-10,2026-08-05,77,75,2,1,5,408,26,440,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10181,C1251_MS,LRN1181,REQ5181,Approved,Completed,true,Microsoft / Office,2025-05-25,2025-05-26,2025-05-30,2026-07-15,2026-08-10,89,80,9,1,4,411,26,442,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10182,C1201_MS,LRN1182,REQ5182,Approved,Completed,true,Microsoft / Office,2025-05-28,2025-05-29,2025-06-01,2026-07-20,2026-08-15,94,75,19,1,3,414,26,444,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10183,C1401_CR,LRN1183,REQ5183,Approved,Completed,true,Core / Compliance,2025-06-01,2025-06-02,2025-06-05,2026-07-25,2026-08-20,83,70,13,1,3,415,26,445,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10184,C1431_CR,LRN1184,REQ5184,Approved,Completed,true,Core / Compliance,2025-06-05,2025-06-06,2025-06-10,2026-08-01,2026-08-25,86,75,11,1,4,417,24,446,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10185,C1301_CR,LRN1185,REQ5185,Approved,Completed,true,Core / Compliance,2025-06-08,2025-06-09,2025-06-12,2026-08-05,2026-08-30,92,70,22,1,3,419,25,448,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10186,C1001_DB,LRN1186,REQ5186,Approved,Completed,true,Data & BI,2025-06-10,2025-06-11,2025-06-15,2026-08-10,2026-09-05,78,70,8,1,4,421,26,452,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10187,C1011_DB,LRN1187,REQ5187,Approved,Completed,true,Data & BI,2025-06-12,2025-06-14,2025-06-18,2026-08-15,2026-09-10,85,75,10,2,4,423,26,455,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10188,C1021_DB,LRN1188,REQ5188,Approved,Completed,true,Data & BI,2025-06-15,2025-06-16,2025-06-20,2026-08-20,2026-09-15,90,70,20,1,4,426,26,457,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10189,C1151_MS,LRN1189,REQ5189,Approved,Completed,true,Microsoft / Office,2025-06-18,2025-06-19,2025-06-22,2026-08-25,2026-09-20,81,80,1,1,3,429,26,459,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10190,C1171_MS,LRN1190,REQ5190,Approved,Completed,true,Microsoft / Office,2025-06-20,2025-06-22,2025-06-25,2026-09-01,2026-09-25,88,75,13,2,3,433,24,462,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10191,C1251_MS,LRN1191,REQ5191,Approved,Completed,true,Microsoft / Office,2025-06-22,2025-06-23,2025-06-28,2026-09-05,2026-09-30,93,80,13,1,5,434,25,465,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10192,C1201_MS,LRN1192,REQ5192,Approved,Completed,true,Microsoft / Office,2025-06-25,2025-06-26,2025-06-30,2026-09-10,2026-10-05,77,75,2,1,4,437,25,467,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10193,C1401_CR,LRN1193,REQ5193,Approved,Completed,true,Core / Compliance,2025-06-28,2025-06-29,2025-07-01,2026-09-15,2026-10-10,89,70,19,1,2,441,25,469,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10194,C1431_CR,LRN1194,REQ5194,Approved,Completed,true,Core / Compliance,2025-07-01,2025-07-02,2025-07-05,2026-09-20,2026-10-15,94,75,19,1,3,442,25,471,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10195,C1301_CR,LRN1195,REQ5195,Approved,Completed,true,Core / Compliance,2025-07-05,2025-07-06,2025-07-10,2026-09-25,2026-10-20,83,70,13,1,4,442,25,472,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10196,C1001_DB,LRN1196,REQ5196,Approved,Completed,true,Data & BI,2025-07-08,2025-07-09,2025-07-12,2026-10-01,2026-10-25,86,70,16,1,3,446,24,474,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10197,C1021_DB,LRN1197,REQ5197,Approved,Completed,true,Data & BI,2025-07-10,2025-07-11,2025-07-15,2026-10-05,2026-10-30,92,70,22,1,4,447,25,477,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10198,C1031_DB,LRN1198,REQ5198,Approved,Completed,true,Data & BI,2025-07-12,2025-07-14,2025-07-18,2026-10-10,2026-11-05,78,75,3,2,4,449,26,481,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10199,C1151_MS,LRN1199,REQ5199,Approved,Completed,true,Microsoft / Office,2025-07-15,2025-07-16,2025-07-20,2026-10-15,2026-11-10,85,80,5,1,4,452,26,483,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10200,C1161_MS,LRN1200,REQ5200,Approved,Completed,true,Microsoft / Office,2025-07-18,2025-07-19,2025-07-22,2026-10-20,2026-11-15,90,75,15,1,3,455,26,485,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10201,C1251_MS,LRN1201,REQ5201,Approved,Completed,true,Microsoft / Office,2025-07-20,2025-07-22,2025-07-25,2026-10-25,2026-11-20,81,80,1,2,3,457,26,488,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10202,C1201_MS,LRN1202,REQ5202,Approved,Completed,true,Microsoft / Office,2025-07-22,2025-07-23,2025-07-28,2026-11-01,2026-11-25,88,75,13,1,5,461,24,491,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10203,C1401_CR,LRN1203,REQ5203,Approved,Completed,true,Core / Compliance,2025-07-25,2025-07-26,2025-07-30,2026-11-05,2026-11-30,93,70,23,1,4,463,25,493,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10204,C1431_CR,LRN1204,REQ5204,Approved,Completed,true,Core / Compliance,2025-07-28,2025-07-29,2025-08-01,2026-11-10,2026-12-05,76,75,1,1,3,466,25,495,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10205,C1301_CR,LRN1205,REQ5205,Approved,Completed,true,Core / Compliance,2025-08-01,2025-08-02,2025-08-05,2026-11-15,2026-12-10,89,70,19,1,3,467,25,496,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10206,C1001_DB,LRN1206,REQ5206,Approved,Completed,true,Data & BI,2025-08-05,2025-08-06,2025-08-10,2026-11-20,2026-12-15,94,70,24,1,4,467,25,497,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10207,C1011_DB,LRN1207,REQ5207,Approved,Completed,true,Data & BI,2025-08-08,2025-08-09,2025-08-12,2026-11-25,2026-12-20,83,75,8,1,3,470,25,499,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10208,C1021_DB,LRN1208,REQ5208,Approved,Completed,true,Data & BI,2025-08-10,2025-08-11,2025-08-15,2026-12-01,2026-12-25,86,70,16,1,4,473,24,502,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10209,C1151_MS,LRN1209,REQ5209,Approved,Completed,true,Microsoft / Office,2025-08-12,2025-08-14,2025-08-18,2026-12-05,2026-12-30,92,80,12,2,4,474,25,505,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10210,C1171_MS,LRN1210,REQ5210,Approved,Completed,true,Microsoft / Office,2025-08-15,2025-08-16,2025-08-20,2026-12-10,2027-01-05,78,75,3,1,4,477,26,508,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10211,C1251_MS,LRN1211,REQ5211,Approved,Completed,true,Microsoft / Office,2025-08-18,2025-08-19,2025-08-22,2026-12-15,2027-01-10,85,80,5,1,3,480,26,510,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10212,C1201_MS,LRN1212,REQ5212,Approved,Completed,true,Microsoft / Office,2025-08-20,2025-08-22,2025-08-25,2026-12-20,2027-01-15,90,75,15,2,3,482,26,513,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10213,C1401_CR,LRN1213,REQ5213,Approved,Completed,true,Core / Compliance,2025-08-22,2025-08-23,2025-08-28,2026-12-25,2027-01-20,81,70,11,1,5,484,26,516,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10214,C1431_CR,LRN1214,REQ5214,Approved,Completed,true,Core / Compliance,2025-08-25,2025-08-26,2025-08-30,2027-01-05,2027-01-25,88,75,13,1,4,493,20,518,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10215,C1301_CR,LRN1215,REQ5215,Approved,Completed,true,Core / Compliance,2025-08-28,2025-08-29,2025-09-01,2027-01-10,2027-01-30,93,70,23,1,3,496,20,520,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10216,C1001_DB,LRN1216,REQ5216,Approved,Completed,true,Data & BI,2025-09-01,2025-09-02,2025-09-05,2027-01-15,2027-02-05,77,70,7,1,3,497,21,522,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10217,C1021_DB,LRN1217,REQ5217,Approved,Completed,true,Data & BI,2025-09-05,2025-09-06,2025-09-10,2027-01-20,2027-02-10,89,70,19,1,4,497,21,523,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10218,C1031_DB,LRN1218,REQ5218,Approved,Completed,true,Data & BI,2025-09-08,2025-09-09,2025-09-12,2027-01-25,2027-02-15,94,75,19,1,3,500,21,525,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10219,C1151_MS,LRN1219,REQ5219,Approved,Completed,true,Microsoft / Office,2025-09-10,2025-09-11,2025-09-15,2027-02-01,2027-02-20,83,80,3,1,4,504,19,528,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10220,C1161_MS,LRN1220,REQ5220,Approved,Completed,true,Microsoft / Office,2025-09-12,2025-09-14,2025-09-18,2027-02-05,2027-02-25,86,75,11,2,4,505,20,531,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10221,C1251_MS,LRN1221,REQ5221,Approved,Completed,true,Microsoft / Office,2025-09-15,2025-09-16,2025-09-20,2027-02-10,2027-03-05,92,80,12,1,4,508,23,536,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10222,C1201_MS,LRN1222,REQ5222,Approved,Completed,true,Microsoft / Office,2025-09-18,2025-09-19,2025-09-22,2027-02-15,2027-03-10,78,75,3,1,3,511,23,538,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10223,C1401_CR,LRN1223,REQ5223,Approved,Completed,true,Core / Compliance,2025-09-20,2025-09-22,2025-09-25,2027-02-20,2027-03-15,85,70,15,2,3,513,23,541,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10224,C1431_CR,LRN1224,REQ5224,Approved,Completed,true,Core / Compliance,2025-09-22,2025-09-23,2025-09-28,2027-02-25,2027-03-20,90,75,15,1,5,515,23,544,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10225,C1301_CR,LRN1225,REQ5225,Approved,Completed,true,Core / Compliance,2025-09-25,2025-09-26,2025-09-30,2027-03-01,2027-03-25,81,70,11,1,4,517,24,546,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10226,C1001_DB,LRN1226,REQ5226,Approved,Completed,true,Data & BI,2025-09-28,2025-09-29,2025-10-01,2027-03-05,2027-03-30,88,70,18,1,2,520,25,548,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10227,C1011_DB,LRN1227,REQ5227,Approved,Completed,true,Data & BI,2025-10-01,2025-10-02,2025-10-05,2027-03-10,2027-04-05,93,75,18,1,3,521,26,551,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10228,C1021_DB,LRN1228,REQ5228,Approved,Completed,true,Data & BI,2025-10-05,2025-10-06,2025-10-10,2027-03-15,2027-04-10,76,70,6,1,4,521,26,552,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10229,C1151_MS,LRN1229,REQ5229,Approved,Completed,true,Microsoft / Office,2025-10-08,2025-10-09,2025-10-12,2027-03-20,2027-04-15,89,80,9,1,3,524,26,554,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10230,C1171_MS,LRN1230,REQ5230,Approved,Completed,true,Microsoft / Office,2025-10-10,2025-10-11,2025-10-15,2027-03-25,2027-04-20,94,75,19,1,4,526,26,557,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10231,C1251_MS,LRN1231,REQ5231,Approved,Completed,true,Microsoft / Office,2025-10-12,2025-10-14,2025-10-18,2027-04-01,2027-04-25,83,80,3,2,4,530,24,560,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10232,C1201_MS,LRN1232,REQ5232,Approved,Completed,true,Microsoft / Office,2025-10-15,2025-10-16,2025-10-20,2027-04-05,2027-04-30,86,75,11,1,4,532,25,562,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10233,C1401_CR,LRN1233,REQ5233,Approved,Completed,true,Core / Compliance,2025-10-18,2025-10-19,2025-10-22,2027-04-10,2027-05-05,92,70,22,1,3,535,25,564,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10234,C1431_CR,LRN1234,REQ5234,Approved,Completed,true,Core / Compliance,2025-10-20,2025-10-22,2025-10-25,2027-04-15,2027-05-10,78,75,3,2,3,537,25,567,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10235,C1301_CR,LRN1235,REQ5235,Approved,Completed,true,Core / Compliance,2025-10-22,2025-10-23,2025-10-28,2027-04-20,2027-05-15,85,70,15,1,5,539,25,570,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10236,C1001_DB,LRN1236,REQ5236,Approved,Completed,true,Data & BI,2025-10-25,2025-10-26,2025-10-30,2027-04-25,2027-05-20,90,70,20,1,4,542,25,572,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10237,C1021_DB,LRN1237,REQ5237,Approved,Completed,true,Data & BI,2025-10-28,2025-10-29,2025-11-01,2027-05-01,2027-05-25,81,70,11,1,3,546,24,574,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10238,C1031_DB,LRN1238,REQ5238,Approved,Completed,true,Data & BI,2025-11-01,2025-11-02,2025-11-05,2027-05-05,2027-05-30,88,75,13,1,3,546,25,575,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10239,C1151_MS,LRN1239,REQ5239,Approved,Completed,true,Microsoft / Office,2025-11-05,2025-11-06,2025-11-10,2027-05-10,2027-06-05,93,80,13,1,4,546,26,577,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10240,C1161_MS,LRN1240,REQ5240,Approved,Completed,true,Microsoft / Office,2025-11-08,2025-11-09,2025-11-12,2027-05-15,2027-06-10,77,75,2,1,3,549,26,579,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10241,C1251_MS,LRN1241,REQ5241,Approved,Completed,true,Microsoft / Office,2025-11-10,2025-11-11,2025-11-15,2027-05-20,2027-06-15,89,80,9,1,4,551,26,582,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10242,C1201_MS,LRN1242,REQ5242,Approved,Completed,true,Microsoft / Office,2025-11-12,2025-11-14,2025-11-18,2027-05-25,2027-06-20,94,75,19,2,4,553,26,585,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10243,C1401_CR,LRN1243,REQ5243,Approved,Completed,true,Core / Compliance,2025-11-15,2025-11-16,2025-11-20,2027-06-01,2027-06-25,83,70,13,1,4,558,24,587,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10244,C1431_CR,LRN1244,REQ5244,Approved,Completed,true,Core / Compliance,2025-11-18,2025-11-19,2025-11-22,2027-06-05,2027-06-30,86,75,11,1,3,560,25,589,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10245,C1301_CR,LRN1245,REQ5245,Approved,Completed,true,Core / Compliance,2025-11-20,2025-11-22,2025-11-25,2027-06-10,2027-07-05,92,70,22,2,3,562,25,592,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10246,C1001_DB,LRN1246,REQ5246,Approved,Completed,true,Data & BI,2025-11-22,2025-11-23,2025-11-28,2027-06-15,2027-07-10,78,70,8,1,5,564,25,595,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10247,C1011_DB,LRN1247,REQ5247,Approved,Completed,true,Data & BI,2025-11-25,2025-11-26,2025-11-30,2027-06-20,2027-07-15,85,75,10,1,4,567,25,597,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10248,C1021_DB,LRN1248,REQ5248,Approved,Completed,true,Data & BI,2025-11-28,2025-11-29,2025-12-01,2027-06-25,2027-07-20,90,70,20,1,2,571,25,599,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10249,C1151_MS,LRN1249,REQ5249,Approved,Completed,true,Microsoft / Office,2025-12-01,2025-12-02,2025-12-05,2027-07-01,2027-07-25,81,80,1,1,3,573,24,601,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10250,C1171_MS,LRN1250,REQ5250,Approved,Completed,true,Microsoft / Office,2025-12-05,2025-12-06,2025-12-10,2027-07-05,2027-07-30,88,75,13,1,4,572,25,602,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10251,C1251_MS,LRN1251,REQ5251,Approved,Completed,true,Microsoft / Office,2025-12-08,2025-12-09,2025-12-12,2027-07-10,2027-08-05,93,80,13,1,3,575,26,605,true,Excellent,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10252,C1201_MS,LRN1252,REQ5252,Approved,Completed,true,Microsoft / Office,2025-12-10,2025-12-11,2025-12-15,2027-07-15,2027-08-10,77,75,2,1,4,577,26,608,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10253,C1401_CR,LRN1253,REQ5253,Approved,Completed,true,Core / Compliance,2025-12-12,2025-12-14,2025-12-18,2027-07-20,2027-08-15,89,70,19,2,4,579,26,611,true,Good,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
