course_id,course_name,category,vendor,delivery_mode,duration_hours,difficulty_level,_gold_created_ts,_gold_updated_ts
C1173_MS,Azure Data Factory Basics Lab 3,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1174_MS,Azure Data Factory Basics Lab 4,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1175_MS,Azure Data Factory Basics Lab 5,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1176_MS,Azure Data Factory Basics Lab 6,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1177_MS,Azure Data Factory Basics Lab 7,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1178_MS,Azure Data Factory Basics Lab 8,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1179_MS,Azure Data Factory Basics Lab 9,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1180_MS,Azure Data Factory Basics Lab 10,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1181_MS,Sql Server To Azure Migration Primer 1,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1182_MS,Sql Server To Azure Migration Primer 2,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1183_MS,Sql Server To Azure Migration Primer 3,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1184_MS,Sql Server To Azure Migration Primer 4,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1185_MS,Sql Server To Azure Migration Primer 5,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1186_MS,Sql Server To Azure Migration Primer 6,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1187_MS,Sql Server To Azure Migration Primer 7,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1188_MS,Sql Server To Azure Migration Primer 8,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1189_MS,Sql Server To Azure Migration Primer 9,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1190_MS,Sql Server To Azure Migration Primer 10,Data,Microsoft,Instructor-led,14,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1191_MS,Power Bi Integration With Azure Chapter 1,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1192_MS,Power Bi Integration With Azure Chapter 2,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1193_MS,Power Bi Integration With Azure Chapter 3,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1194_MS,Power Bi Integration With Azure Chapter 4,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1195_MS,Power Bi Integration With Azure Chapter 5,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1196_MS,Power Bi Integration With Azure Chapter 6,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1197_MS,Power Bi Integration With Azure Chapter 7,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1198_MS,Power Bi Integration With Azure Chapter 8,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1199_MS,Power Bi Integration With Azure Chapter 9,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1200_MS,Power Bi Integration With Azure Chapter 10,Data,Microsoft,Instructor-led,16,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1201_MS,Azure Cloud Administration Part 1,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1202_MS,Azure Cloud Administration Part 2,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1203_MS,Azure Cloud Administration Part 3,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1204_MS,Azure Cloud Administration Part 4,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1205_MS,Azure Cloud Administration Part 5,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1206_MS,Azure Cloud Administration Part 6,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1207_MS,Azure Cloud Administration Part 7,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1208_MS,Azure Cloud Administration Part 8,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1209_MS,Azure Cloud Administration Part 9,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1210_MS,Azure Cloud Administration Part 10,Digital,Microsoft,Self-paced,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1211_MS,Microsoft Power Apps Developer Lab 1,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1212_MS,Microsoft Power Apps Developer Lab 2,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1213_MS,Microsoft Power Apps Developer Lab 3,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1214_MS,Microsoft Power Apps Developer Lab 4,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1215_MS,Microsoft Power Apps Developer Lab 5,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1216_MS,Microsoft Power Apps Developer Lab 6,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1217_MS,Microsoft Power Apps Developer Lab 7,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1218_MS,Microsoft Power Apps Developer Lab 8,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1219_MS,Microsoft Power Apps Developer Lab 9,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1220_MS,Microsoft Power Apps Developer Lab 10,Digital,Microsoft,Self-paced,15,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1221_MS,Azure Devops Pipelines Workshop 1,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1222_MS,Azure Devops Pipelines Workshop 2,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1223_MS,Azure Devops Pipelines Workshop 3,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1224_MS,Azure Devops Pipelines Workshop 4,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1225_MS,Azure Devops Pipelines Workshop 5,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1226_MS,Azure Devops Pipelines Workshop 6,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1227_MS,Azure Devops Pipelines Workshop 7,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1228_MS,Azure Devops Pipelines Workshop 8,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1229_MS,Azure Devops Pipelines Workshop 9,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1230_MS,Azure Devops Pipelines Workshop 10,Digital,Microsoft,Self-paced,18,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1231_MS,Securing Azure Web Apps Module 1,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1232_MS,Securing Azure Web Apps Module 2,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1233_MS,Securing Azure Web Apps Module 3,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1234_MS,Securing Azure Web Apps Module 4,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1235_MS,Securing Azure Web Apps Module 5,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1236_MS,Securing Azure Web Apps Module 6,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1237_MS,Securing Azure Web Apps Module 7,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1238_MS,Securing Azure Web Apps Module 8,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1239_MS,Securing Azure Web Apps Module 9,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1240_MS,Securing Azure Web Apps Module 10,Digital,Microsoft,Self-paced,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1241_MS,Azure Iot Solutions Chapter 1,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1242_MS,Azure Iot Solutions Chapter 2,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1243_MS,Azure Iot Solutions Chapter 3,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1244_MS,Azure Iot Solutions Chapter 4,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1245_MS,Azure Iot Solutions Chapter 5,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1246_MS,Azure Iot Solutions Chapter 6,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1247_MS,Azure Iot Solutions Chapter 7,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1248_MS,Azure Iot Solutions Chapter 8,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1249_MS,Azure Iot Solutions Chapter 9,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1250_MS,Azure Iot Solutions Chapter 10,Digital,Microsoft,Self-paced,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1251_MS,Azure Openai Integration Part 1,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1252_MS,Azure Openai Integration Part 2,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1253_MS,Azure Openai Integration Part 3,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1254_MS,Azure Openai Integration Part 4,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1255_MS,Azure Openai Integration Part 5,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1256_MS,Azure Openai Integration Part 6,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1257_MS,Azure Openai Integration Part 7,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1258_MS,Azure Openai Integration Part 8,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1259_MS,Azure Openai Integration Part 9,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1260_MS,Azure Openai Integration Part 10,AI,Microsoft,Instructor-led,30,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1261_MS,Cognitive Services Deep Dive Lab 1,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1262_MS,Cognitive Services Deep Dive Lab 2,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1263_MS,Cognitive Services Deep Dive Lab 3,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1264_MS,Cognitive Services Deep Dive Lab 4,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1265_MS,Cognitive Services Deep Dive Lab 5,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1266_MS,Cognitive Services Deep Dive Lab 6,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1267_MS,Cognitive Services Deep Dive Lab 7,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1268_MS,Cognitive Services Deep Dive Lab 8,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1269_MS,Cognitive Services Deep Dive Lab 9,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1270_MS,Cognitive Services Deep Dive Lab 10,AI,Microsoft,Instructor-led,28,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1271_MS,Advanced Machine Learning On Azure 1,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1272_MS,Advanced Machine Learning On Azure 2,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1273_MS,Advanced Machine Learning On Azure 3,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1274_MS,Advanced Machine Learning On Azure 4,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1275_MS,Advanced Machine Learning On Azure 5,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1276_MS,Advanced Machine Learning On Azure 6,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1277_MS,Advanced Machine Learning On Azure 7,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1278_MS,Advanced Machine Learning On Azure 8,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1279_MS,Advanced Machine Learning On Azure 9,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1280_MS,Advanced Machine Learning On Azure 10,AI,Microsoft,Instructor-led,35,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1281_MS,Natural Language Processing With Azure 1,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1282_MS,Natural Language Processing With Azure 2,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1283_MS,Natural Language Processing With Azure 3,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1284_MS,Natural Language Processing With Azure 4,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1285_MS,Natural Language Processing With Azure 5,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1286_MS,Natural Language Processing With Azure 6,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1287_MS,Natural Language Processing With Azure 7,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1288_MS,Natural Language Processing With Azure 8,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1289_MS,Natural Language Processing With Azure 9,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1290_MS,Natural Language Processing With Azure 10,AI,Microsoft,Instructor-led,32,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1291_MS,Computer Vision Architectures Module 1,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1292_MS,Computer Vision Architectures Module 2,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1293_MS,Computer Vision Architectures Module 3,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1294_MS,Computer Vision Architectures Module 4,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1295_MS,Computer Vision Architectures Module 5,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1296_MS,Computer Vision Architectures Module 6,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1297_MS,Computer Vision Architectures Module 7,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1298_MS,Computer Vision Architectures Module 8,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1299_MS,Computer Vision Architectures Module 9,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1300_MS,Computer Vision Architectures Module 10,AI,Microsoft,Instructor-led,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1301_CR,Healthcare Analytics Foundations Part 1,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1302_CR,Healthcare Analytics Foundations Part 2,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1303_CR,Healthcare Analytics Foundations Part 3,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1304_CR,Healthcare Analytics Foundations Part 4,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1305_CR,Healthcare Analytics Foundations Part 5,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1306_CR,Healthcare Analytics Foundations Part 6,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1307_CR,Healthcare Analytics Foundations Part 7,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1308_CR,Healthcare Analytics Foundations Part 8,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1309_CR,Healthcare Analytics Foundations Part 9,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1310_CR,Healthcare Analytics Foundations Part 10,Domain,Coursera,Self-paced,5.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1311_CR,Retail Data Insights Module 1,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1312_CR,Retail Data Insights Module 2,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1313_CR,Retail Data Insights Module 3,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1314_CR,Retail Data Insights Module 4,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1315_CR,Retail Data Insights Module 5,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1316_CR,Retail Data Insights Module 6,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1317_CR,Retail Data Insights Module 7,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1318_CR,Retail Data Insights Module 8,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1319_CR,Retail Data Insights Module 9,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1320_CR,Retail Data Insights Module 10,Domain,Coursera,Self-paced,6,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1321_CR,Bfsi Risk Management Primer 1,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1322_CR,Bfsi Risk Management Primer 2,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1323_CR,Bfsi Risk Management Primer 3,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1324_CR,Bfsi Risk Management Primer 4,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1325_CR,Bfsi Risk Management Primer 5,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1326_CR,Bfsi Risk Management Primer 6,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1327_CR,Bfsi Risk Management Primer 7,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1328_CR,Bfsi Risk Management Primer 8,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1329_CR,Bfsi Risk Management Primer 9,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1330_CR,Bfsi Risk Management Primer 10,Domain,Coursera,Self-paced,7.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1331_CR,Manufacturing Operations Analytics Lab 1,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1332_CR,Manufacturing Operations Analytics Lab 2,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1333_CR,Manufacturing Operations Analytics Lab 3,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1334_CR,Manufacturing Operations Analytics Lab 4,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1335_CR,Manufacturing Operations Analytics Lab 5,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1336_CR,Manufacturing Operations Analytics Lab 6,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1337_CR,Manufacturing Operations Analytics Lab 7,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1338_CR,Manufacturing Operations Analytics Lab 8,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1339_CR,Manufacturing Operations Analytics Lab 9,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1340_CR,Manufacturing Operations Analytics Lab 10,Domain,Coursera,Self-paced,4.5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1341_CR,Supply Chain Analytics Chapter 1,Domain,Coursera,Self-paced,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1342_CR,Supply Chain Analytics Chapter 2,Domain,Coursera,Self-paced,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1343_CR,Supply Chain Analytics Chapter 3,Domain,Coursera,Self-paced,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
