certification_id,employee_id,course_id,certification_name,vendor,certificate_uploaded,certificate_status,upload_date,verification_date,days_to_verify,upload_month,is_verified,_gold_created_ts,_gold_updated_ts
CERT367,E10067,C1402_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,12-03-2025,15-03-2025,3,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT068,E10068,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,02-01-2025,05-01-2025,3,2025-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT368,E10068,C1432_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,18-03-2025,20-03-2025,2,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT069,E10069,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,08-01-2025,10-01-2025,2,2025-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT369,E10069,C1302_CR,Healthcare Analytics Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT370,E10070,C1002_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-03-2025,30-03-2025,2,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT070,E10070,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,12-01-2025,15-01-2025,3,2025-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT371,E10071,C1022_DB,Delta Lake Core Certification,Databricks,Yes,Verified,02-04-2025,05-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT071,E10071,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,18-01-2025,20-01-2025,2,2025-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT372,E10072,C1032_DB,Databricks SQL Certification,Databricks,Yes,Verified,05-04-2025,08-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT072,E10072,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,22-01-2025,25-01-2025,3,2025-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT373,E10073,C1152_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,08-04-2025,10-04-2025,2,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT473,E10073,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,28-01-2025,30-01-2025,2,2025-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT374,E10074,C1162_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,12-04-2025,15-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT074,E10074,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,02-02-2025,05-02-2025,3,2025-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT375,E10075,C1252_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,18-04-2025,20-04-2025,2,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT075,E10075,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,08-02-2025,10-02-2025,2,2025-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT076,E10076,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,12-02-2025,15-02-2025,3,2025-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT376,E10076,C1202_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,22-04-2025,25-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT077,E10077,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,18-02-2025,20-02-2025,2,2025-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT377,E10077,C1402_CR,Cloud Native Architecture Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT078,E10078,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,22-02-2025,25-02-2025,3,2025-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT378,E10078,C1432_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,02-05-2025,05-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT479,E10079,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,28-02-2025,02-03-2025,2,2025-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT379,E10079,C1302_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,05-05-2025,08-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT380,E10080,C1002_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,08-05-2025,10-05-2025,2,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT080,E10080,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,08-03-2025,10-03-2025,2,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT381,E10081,C1012_DB,PySpark Basic Certification,Databricks,Yes,Verified,12-05-2025,15-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT081,E10081,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,12-03-2025,15-03-2025,3,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT382,E10082,C1022_DB,Delta Lake Core Certification,Databricks,Yes,Verified,18-05-2025,20-05-2025,2,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT082,E10082,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,18-03-2025,20-03-2025,2,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT383,E10083,C1152_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,22-05-2025,25-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT083,E10083,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,22-03-2025,25-03-2025,3,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT384,E10084,C1172_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,28-05-2025,30-05-2025,2,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT084,E10084,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,28-03-2025,30-03-2025,2,2025-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT385,E10085,C1252_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT085,E10085,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,02-04-2025,05-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT486,E10086,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,08-04-2025,10-04-2025,2,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT386,E10086,C1202_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,08-06-2025,10-06-2025,2,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT087,E10087,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,12-04-2025,15-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT387,E10087,C1402_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,12-06-2025,15-06-2025,3,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT088,E10088,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,18-04-2025,20-04-2025,2,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT388,E10088,C1432_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,18-06-2025,20-06-2025,2,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT089,E10089,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,22-04-2025,25-04-2025,3,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT389,E10089,C1302_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,22-06-2025,25-06-2025,3,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT390,E10090,C1002_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-06-2025,30-06-2025,2,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT090,E10090,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,28-04-2025,30-04-2025,2,2025-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT391,E10091,C1022_DB,Delta Lake Core Certification,Databricks,Yes,Verified,02-07-2025,05-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT091,E10091,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,02-05-2025,05-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT392,E10092,C1032_DB,Databricks SQL Certification,Databricks,Yes,Verified,05-07-2025,08-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT092,E10092,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,08-05-2025,10-05-2025,2,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT393,E10093,C1152_MS,Azure Data Fundamentals DP-900,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT093,E10093,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,12-05-2025,15-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT394,E10094,C1162_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,12-07-2025,15-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT494,E10094,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,18-05-2025,20-05-2025,2,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT395,E10095,C1252_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,18-07-2025,20-07-2025,2,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT095,E10095,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,22-05-2025,25-05-2025,3,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT096,E10096,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-05-2025,30-05-2025,2,2025-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT396,E10096,C1202_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,22-07-2025,25-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT097,E10097,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,02-06-2025,05-06-2025,3,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT397,E10097,C1402_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,28-07-2025,30-07-2025,2,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT098,E10098,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,08-06-2025,10-06-2025,2,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT398,E10098,C1432_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,02-08-2025,05-08-2025,3,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT099,E10099,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,12-06-2025,15-06-2025,3,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT399,E10099,C1302_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,08-08-2025,10-08-2025,2,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT400,E10100,C1002_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,12-08-2025,15-08-2025,3,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT100,E10100,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,18-06-2025,20-06-2025,2,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT101,E10101,C1251_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT102,E10102,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,28-06-2025,30-06-2025,2,2025-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT103,E10103,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,02-07-2025,05-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT104,E10104,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,08-07-2025,10-07-2025,2,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT105,E10105,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,12-07-2025,15-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT106,E10106,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,18-07-2025,20-07-2025,2,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT107,E10107,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,22-07-2025,25-07-2025,3,2025-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT108,E10108,C1021_DB,Delta Lake Core Certification,Databricks,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT109,E10109,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,02-08-2025,05-08-2025,3,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT110,E10110,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,08-08-2025,10-08-2025,2,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT111,E10111,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,12-08-2025,15-08-2025,3,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT112,E10112,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,18-08-2025,20-08-2025,2,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT113,E10113,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,22-08-2025,25-08-2025,3,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT114,E10114,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,28-08-2025,30-08-2025,2,2025-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT115,E10115,C1301_CR,Healthcare Analytics Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT116,E10116,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,08-09-2025,10-09-2025,2,2025-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT117,E10117,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,12-09-2025,15-09-2025,3,2025-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT118,E10118,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,18-09-2025,20-09-2025,2,2025-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT119,E10119,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,22-09-2025,25-09-2025,3,2025-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT120,E10120,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,28-09-2025,30-09-2025,2,2025-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT121,E10121,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,02-10-2025,05-10-2025,3,2025-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT122,E10122,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,08-10-2025,10-10-2025,2,2025-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT123,E10123,C1401_CR,Cloud Native Architecture Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT124,E10124,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,18-10-2025,20-10-2025,2,2025-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT125,E10125,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,22-10-2025,25-10-2025,3,2025-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT126,E10126,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-10-2025,30-10-2025,2,2025-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT127,E10127,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,02-11-2025,05-11-2025,3,2025-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT128,E10128,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,08-11-2025,10-11-2025,2,2025-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT129,E10129,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,12-11-2025,15-11-2025,3,2025-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT130,E10130,C1171_MS,Azure Data Factory Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT131,E10131,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,22-11-2025,25-11-2025,3,2025-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT132,E10132,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,28-11-2025,30-11-2025,2,2025-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT133,E10133,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,02-12-2025,05-12-2025,3,2025-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT134,E10134,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,08-12-2025,10-12-2025,2,2025-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT135,E10135,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,12-12-2025,15-12-2025,3,2025-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT136,E10136,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,18-12-2025,20-12-2025,2,2025-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT137,E10137,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,22-12-2025,25-12-2025,3,2025-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT138,E10138,C1031_DB,Databricks SQL Certification,Databricks,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT139,E10139,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,08-01-2026,10-01-2026,2,2026-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT140,E10140,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,12-01-2026,15-01-2026,3,2026-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT141,E10141,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,18-01-2026,20-01-2026,2,2026-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT142,E10142,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,22-01-2026,25-01-2026,3,2026-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT143,E10143,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,28-01-2026,30-01-2026,2,2026-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT144,E10144,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,02-02-2026,05-02-2026,3,2026-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT145,E10145,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,08-02-2026,10-02-2026,2,2026-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT146,E10146,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT147,E10147,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,18-02-2026,20-02-2026,2,2026-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT148,E10148,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,22-02-2026,25-02-2026,3,2026-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT149,E10149,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,28-02-2026,02-03-2026,2,2026-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT150,E10150,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,08-03-2026,10-03-2026,2,2026-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT151,E10151,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,12-03-2026,15-03-2026,3,2026-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT152,E10152,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,18-03-2026,20-03-2026,2,2026-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT153,E10153,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,22-03-2026,25-03-2026,3,2026-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT154,E10154,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,28-03-2026,30-03-2026,2,2026-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT155,E10155,C1301_CR,Healthcare Analytics Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT156,E10156,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,08-04-2026,10-04-2026,2,2026-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT157,E10157,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,12-04-2026,15-04-2026,3,2026-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT158,E10158,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,18-04-2026,20-04-2026,2,2026-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT159,E10159,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,22-04-2026,25-04-2026,3,2026-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT160,E10160,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,28-04-2026,30-04-2026,2,2026-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT161,E10161,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,02-05-2026,05-05-2026,3,2026-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT162,E10162,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,08-05-2026,10-05-2026,2,2026-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT163,E10163,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,12-05-2026,15-05-2026,3,2026-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT164,E10164,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT165,E10165,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,22-05-2026,25-05-2026,3,2026-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT166,E10166,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-05-2026,30-05-2026,2,2026-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT167,E10167,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,02-06-2026,05-06-2026,3,2026-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT168,E10168,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,08-06-2026,10-06-2026,2,2026-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
